id,title,description,availability,condition,price,link,image_link,brand
PROD001,Blue Sandstone & Pearl Starlight Bracelet,Handcrafted in the UK this elegant bracelet combines deep midnight-blue sandstone and classic faux pearls.,in stock,new,15.00 GBP,https://sparklingresindelights.co.uk
